221.32,2.64,584.88
238.7,4.14,988.22
229.02,3.27,748.78
225.69,3.7,835.77
230.19,0.83,191.81
231.75,0.05,11.62
239.73,2.0,478.9
238.58,2.93,698.46
231.59,2.0,462.17
238.68,4.1,978.71
234.03,2.67,624.68
232.97,2.22,518.11
231.54,2.7,625.26
235.18,4.65,1093.29
238.85,3.6,860.51
230.89,0.84,194.88
223.19,1.81,404.51
228.77,0.25,56.5
230.7,2.2,506.89
231.42,0.22,51.37
223.45,0.51,114.29
232.91,3.91,909.6
233.57,2.28,531.66
223.91,0.57,127.15
232.47,3.21,746.6
227.91,2.44,555.02
229.3,4.82,1105.09
233.2,4.36,1016.52
220.92,3.56,787.01
239.69,4.21,1008.76
237.31,3.99,945.88
229.74,0.47,107.72
225.14,4.89,1100.04
221.48,1.22,269.21
227.74,4.89,1114.0
239.22,3.25,778.31
226.45,3.14,710.76
239.44,0.56,134.94
226.04,3.82,862.49
234.8,4.61,1081.92
233.82,3.38,790.29
225.43,3.03,682.93
235.99,1.97,465.76
231.1,0.63,144.92
232.8,0.49,113.97
227.01,4.47,1014.16
230.05,1.06,244.74
221.45,2.26,501.1
230.8,4.08,941.41
235.1,0.78,184.02
227.41,2.8,635.65
229.84,0.04,9.4
239.86,4.62,1109.06
236.45,3.03,715.61
226.07,2.53,571.3
238.17,0.49,116.97
235.88,2.44,574.78
221.78,2.07,459.48
235.11,0.35,82.76
227.14,4.15,941.57
228.11,0.26,59.21
221.92,2.21,489.41
232.7,4.18,972.14
233.78,2.29,535.5
229.08,4.74,1085.6
228.16,1.08,245.79
228.96,1.12,256.37
220.82,1.34,295.78
237.44,2.04,484.36
239.1,1.09,259.64
220.09,4.35,957.65
234.04,3.43,803.88
221.08,4.03,890.2
224.45,1.0,224.08
220.43,2.05,451.16
232.5,1.31,305.07
235.43,1.45,341.67
239.89,2.07,496.58
224.78,3.04,684.41
237.1,3.29,780.28
226.98,3.2,727.32
237.5,1.29,305.53
234.54,2.81,659.05
233.39,3.91,913.32
222.77,0.35,77.45
226.81,4.58,1038.1
237.59,0.78,184.22
227.49,3.96,900.84
225.13,4.34,977.29
227.12,2.97,674.92
224.37,1.83,411.19
222.12,2.41,536.37
226.76,3.29,745.66
233.54,2.89,675.31
234.05,0.7,163.31
220.17,0.8,176.12
229.26,1.66,380.0
237.16,3.01,714.41
237.16,4.85,1150.55
226.04,0.94,212.16
237.62,2.42,574.46
229.02,2.6,594.74
235.59,3.38,795.57
225.46,1.63,368.4
224.83,4.94,1111.66
220.13,4.99,1099.26
226.08,2.79,631.69
239.33,0.47,112.33
222.19,0.68,151.07
232.59,4.57,1062.82
238.04,0.61,144.64
238.11,1.73,411.73
225.5,0.1,21.69
233.68,4.37,1021.29
227.82,3.22,734.34
236.38,1.2,284.8
236.65,3.22,760.97
234.15,1.6,374.61
237.63,1.18,280.46
228.77,4.63,1060.08
227.72,0.38,85.43
232.39,3.45,802.2
236.32,2.68,632.44
229.95,3.36,772.52
239.48,4.73,1132.97
230.57,0.62,141.88
238.62,0.57,136.78
232.96,2.91,678.84
238.82,4.56,1088.45
236.2,4.56,1076.26
227.95,2.11,481.77
234.92,2.45,574.4
229.96,2.4,552.01
229.86,4.4,1011.29
226.12,1.61,363.46
235.12,1.54,361.48
239.82,4.56,1094.64
221.01,4.2,928.43
238.88,4.35,1038.03
225.9,4.92,1110.96
238.06,1.11,263.5
223.78,3.84,858.31
225.09,0.27,60.12
222.49,0.54,121.03
239.2,3.24,776.01
239.11,3.2,766.32
229.8,1.09,249.4
234.82,4.4,1032.59
239.53,3.67,879.82
221.92,3.78,839.55
236.03,0.89,211.15
221.04,4.99,1103.62
224.15,1.74,390.31
233.95,2.42,565.3
223.35,2.91,649.87
222.09,2.46,546.63
237.13,1.24,293.25
236.36,3.75,887.22
236.27,3.61,852.65
226.03,2.77,626.24
228.09,1.29,295.18
230.66,1.85,427.7
228.76,4.21,963.4
235.15,4.53,1064.61
222.36,2.06,457.16
236.46,3.82,903.02
223.35,1.97,440.01
223.69,3.9,873.38
230.85,4.59,1060.36
231.09,3.89,898.76
237.65,2.67,635.07
232.95,4.71,1097.77
228.5,3.14,717.15
227.82,1.01,229.97
231.2,1.21,279.42
231.49,0.14,31.83
224.44,1.81,405.48
224.06,1.52,340.34
237.72,1.91,453.82
234.08,3.94,923.17
223.64,2.36,526.73
225.3,4.98,1121.2
226.59,2.57,581.45
227.59,4.22,960.98
230.76,4.69,1082.53
238.02,2.23,530.31
229.34,0.99,226.99
226.05,1.29,291.5
222.61,1.88,418.93
230.15,1.26,290.9
226.81,4.09,926.79
225.88,2.73,617.38
237.41,4.5,1068.85
235.34,1.01,237.52
228.07,1.59,363.4
229.05,4.48,1026.65
232.45,0.67,155.08
233.08,2.09,486.66
228.84,1.56,357.49
234.47,3.1,727.51
226.71,1.04,236.53
223.68,0.2,45.74
223.01,4.11,915.69
220.29,3.87,852.8
229.51,2.61,598.2
235.68,2.39,562.27
234.1,3.69,863.25
222.22,3.66,814.39
220.77,1.34,294.9
235.05,1.4,330.07
229.96,4.12,948.57
221.94,1.82,405.01
236.56,3.75,888.24
238.43,4.53,1079.61
233.61,3.05,712.69
235.28,0.23,53.39
222.87,0.99,219.53
236.93,0.84,199.61
222.52,2.59,575.87
223.33,2.96,661.8
232.89,2.86,666.45
225.12,2.24,503.17
223.44,4.39,980.07
235.72,0.18,41.62
221.49,3.51,777.21
239.94,3.77,904.59
236.22,4.86,1147.9
224.9,2.05,462.05
239.37,4.31,1032.58
239.57,2.68,643.13
230.13,2.93,675.27
225.1,0.64,143.73
236.76,2.44,577.08
239.93,3.8,912.4
226.91,2.56,581.23
223.64,0.88,196.0
226.56,0.08,17.34
231.32,2.55,589.67
222.38,3.19,708.96
221.9,4.76,1055.48
227.82,2.05,466.68
236.49,0.81,192.02
238.62,3.09,738.41
239.02,1.23,293.51
228.37,2.17,494.55
221.3,2.23,492.65
221.75,2.4,532.29
220.78,3.61,796.52
221.74,2.59,573.37
222.32,0.47,104.94
234.52,1.85,433.57
220.43,0.35,76.1
224.76,3.69,830.26
235.25,2.11,496.52
227.36,3.81,867.18
233.84,0.17,40.29
220.52,1.49,327.86
238.89,4.83,1154.19
223.97,4.3,963.59
239.84,1.74,417.76
235.11,2.61,613.58
223.83,0.32,72.18
226.77,4.65,1055.56
223.79,2.69,603.01
222.91,1.12,250.76
224.68,4.45,999.16
229.35,0.75,172.21
230.41,3.86,890.43
238.39,3.01,717.95
234.44,2.76,646.89
227.02,3.08,698.29
232.56,2.07,481.17
220.2,1.93,424.94
229.84,1.01,232.0
226.04,0.79,179.06
230.12,4.5,1036.0
236.37,4.87,1150.25
